,coef,se,p
Boudin_lag1_ac_ll_c1,-0.16088519706016413***,0.0249511855823881,0.0
Boudin_lag1_ac_ll_c2,-0.3787975413880069***,0.0700575169440311,0.0
Boudin_lag1_vc_ll_c1,-0.16088519706016413***,0.0249511855823881,0.0
Boudin_lag1_vc_ll_c2,-0.3787975413880069***,0.0700575169440311,0.0
Boudin_lag1_noqol_ll_c1,-0.16088519706016413***,0.0249511855823881,0.0
Boudin_lag1_noqol_ll_c2,-0.3787975413880069***,0.07005751694403116,0.0
